date,ticker,name,price
2016-10-18,AXP-US,American Express Company,60.08
2016-10-18,MCD-US,McDonald's Corporation,111.25
2016-10-18,V-US,Visa Inc. Class A,81.58
2016-10-18,JPM-US,JPMorgan Chase & Co.,67.7
2016-10-18,TRV-US,"Travelers Companies, Inc.",115.18
2016-10-18,UNH-US,UnitedHealth Group Incorporated,143.39
2016-10-18,IBM-US,International Business Machines Corporation,143.96
2016-10-18,AAPL-US,Apple Inc.,29.37
2016-10-18,JNJ-US,Johnson & Johnson,115.41
2016-10-18,BA-US,Boeing Company,135.1
2016-10-18,HON-US,Honeywell International Inc.,97.31
2016-10-18,AMZN-US,"Amazon.com, Inc.",40.88
2016-10-18,CRM-US,"Salesforce, Inc.",72.77
2016-10-18,CVX-US,Chevron Corporation,101.79
2016-10-18,NVDA-US,NVIDIA Corporation,1.67
2016-10-18,MMM-US,3M Company,142.09
2016-10-18,PG-US,Procter & Gamble Company,87.45
2016-10-18,WMT-US,Walmart Inc.,22.96
2016-10-18,MRK-US,"Merck & Co., Inc.",59.2
2016-10-18,DIS-US,Walt Disney Company,91.17
2016-10-18,KO-US,Coca-Cola Company,41.97
2016-10-18,CSCO-US,"Cisco Systems, Inc.",30.44
2016-10-18,NKE-US,"NIKE, Inc. Class B",51.22
2016-10-18,VZ-US,Verizon Communications Inc.,50.27
2016-10-19,GS-US,"Goldman Sachs Group, Inc.",174.51
2016-10-19,CAT-US,Caterpillar Inc.,88.0
2016-10-19,MSFT-US,Microsoft Corporation,57.53
2016-10-19,HD-US,"Home Depot, Inc.",125.89
2016-10-19,SHW-US,Sherwin-Williams Company,90.5
2016-10-19,AMGN-US,Amgen Inc.,161.08
2016-10-19,AXP-US,American Express Company,61.25
2016-10-19,MCD-US,McDonald's Corporation,111.26
2016-10-19,V-US,Visa Inc. Class A,82.81
2016-10-19,JPM-US,JPMorgan Chase & Co.,68.35
2016-10-19,TRV-US,"Travelers Companies, Inc.",116.23
2016-10-19,UNH-US,UnitedHealth Group Incorporated,144.37
2016-10-19,IBM-US,International Business Machines Corporation,144.48
